iterations;delta th;delta th time;delta lr;delta lr time;delta pw;delta pw time;gamma th;gamma th time;gamma pwlr;gamma pwlr time;gamma lrpw;gamma lrpw time;gamma lrlr;gamma lrlr time;vega th;vega th time;vega lr;vega lr time;vega pw;vega pw time
1000;0.627409;2e-06;0.632973;1.3e-05;0.601482;1e-05;0.0094605;2e-06;0.0096379;1.4e-05;0.00932299;1.3e-05;0.00998036;4e-05;37.842;2e-06;39.9214;3.9e-05;38.5516;1.5e-05
1000;0.627409;2e-06;0.61649;1.4e-05;0.605059;9e-06;0.0094605;0;0.00938345;1.4e-05;0.00926914;1.2e-05;0.00930884;3.9e-05;37.842;2e-06;37.2354;4e-05;37.5338;1.5e-05
1000;0.627409;2e-06;0.717901;1.5e-05;0.662326;1.1e-05;0.0094605;1e-06;0.0108533;1.5e-05;0.0102976;1.4e-05;0.0126042;4.2e-05;37.842;0;50.4168;4.2e-05;43.4133;1.7e-05
1000;0.627409;1e-06;0.55288;1.4e-05;0.621101;1e-05;0.0094605;2e-06;0.00829774;1.4e-05;0.00897994;1.3e-05;0.00700342;4.3e-05;37.842;2e-06;28.0137;4.2e-05;33.1909;1.6e-05
1000;0.627409;3e-06;0.619797;1.5e-05;0.653723;1e-05;0.0094605;0;0.00930617;1.6e-05;0.00964543;1.4e-05;0.00894928;4.4e-05;37.842;1e-06;35.7971;5.4e-05;37.2247;1.7e-05
10000;0.627409;3e-06;0.618638;0.000137;0.623984;0.000101;0.0094605;2e-06;0.0092371;0.000147;0.00929055;0.000124;0.00951055;0.000402;37.842;1e-06;38.0422;0.000402;36.9484;0.000145
10000;0.627409;3e-06;0.61547;0.00013;0.62389;9.2e-05;0.0094605;2e-06;0.00930126;0.000131;0.00938547;0.000124;0.00925626;0.000405;37.842;0;37.0251;0.000396;37.2051;0.000149
10000;0.627409;3e-06;0.663673;0.00013;0.635172;9.3e-05;0.0094605;1e-06;0.00992844;0.000133;0.00964343;0.000126;0.0111593;0.000464;37.842;1e-06;44.6371;0.000402;39.7137;0.000147
10000;0.627409;3e-06;0.642001;0.00013;0.637662;9.3e-05;0.0094605;1e-06;0.00971053;0.000153;0.00966714;0.000138;0.00983968;0.000407;37.842;2e-06;39.3587;0.000406;38.8421;0.000146
10000;0.627409;2e-06;0.631973;0.000129;0.627727;9.1e-05;0.0094605;1e-06;0.00954903;0.000133;0.00950657;0.000125;0.0094685;0.000404;37.842;2e-06;37.874;0.000457;38.1961;0.000147
10000;0.627409;3e-06;0.604394;0.000132;0.629725;0.000102;0.0094605;3e-06;0.00915482;0.00015;0.00940813;0.000127;0.00806972;0.000407;37.842;1e-06;32.2789;0.0004;36.6193;0.000147
10000;0.627409;3e-06;0.618805;0.000129;0.623275;9.2e-05;0.0094605;1e-06;0.00930602;0.000134;0.00935072;0.000123;0.00949691;0.000398;37.842;1e-06;37.9877;0.000397;37.2241;0.000148
10000;0.627409;2e-06;0.618001;0.000141;0.621766;0.0001;0.0094605;1e-06;0.00932172;0.000146;0.00935937;0.000136;0.00909115;0.000442;37.842;2e-06;36.3646;0.000441;37.2869;0.000161
10000;0.627409;3e-06;0.647928;0.000143;0.621714;0.000105;0.0094605;1e-06;0.00978961;0.000132;0.00952747;0.000125;0.0103113;0.00047;37.842;2e-06;41.245;0.000396;39.1585;0.000146
10000;0.627409;3e-06;0.628258;0.000153;0.631268;0.000103;0.0094605;2e-06;0.00947263;0.000133;0.00950273;0.000124;0.00944434;0.000513;37.842;1e-06;37.7774;0.000459;37.8905;0.000171
10000;0.627409;4e-06;0.633379;0.000155;0.625233;0.000109;0.0094605;1e-06;0.00951763;0.000185;0.00943617;0.000157;0.0100764;0.00066;37.842;2e-06;40.3054;0.000627;38.0705;0.000192
10000;0.627409;4e-06;0.640463;0.000171;0.630939;0.000116;0.0094605;2e-06;0.00971834;0.00019;0.0096231;0.000165;0.00941191;0.000585;37.842;2e-06;37.6476;0.000541;38.8734;0.000183
10000;0.627409;2e-06;0.635597;0.000128;0.620461;9.1e-05;0.0094605;1e-06;0.00952053;0.000133;0.00936916;0.000125;0.0106571;0.000399;37.842;1e-06;42.6286;0.000394;38.0821;0.000147
10000;0.627409;2e-06;0.652729;0.000129;0.634323;9.3e-05;0.0094605;2e-06;0.00981013;0.000132;0.00962608;0.000124;0.010816;0.000406;37.842;1e-06;43.2639;0.000457;39.2405;0.000147
10000;0.627409;2e-06;0.636387;0.000128;0.618327;9.1e-05;0.0094605;1e-06;0.00957499;0.000131;0.00939439;0.000125;0.010177;0.000399;37.842;1e-06;40.7078;0.000391;38.3;0.000178
10000;0.627409;3e-06;0.623358;0.000163;0.630326;0.000119;0.0094605;1e-06;0.00937696;0.000198;0.00944665;0.00014;0.00931274;0.000532;37.842;1e-06;37.251;0.000425;37.5079;0.000165
10000;0.627409;3e-06;0.625071;0.00013;0.627528;9.1e-05;0.0094605;1e-06;0.00942928;0.000133;0.00945385;0.000127;0.00926917;0.000419;37.842;3e-06;37.0767;0.000447;37.7171;0.000149
10000;0.627409;3e-06;0.640882;0.000128;0.623496;9.2e-05;0.0094605;1e-06;0.00963368;0.000132;0.00945982;0.000123;0.0105506;0.000399;37.842;0;42.2024;0.000402;38.5347;0.000147
10000;0.627409;2e-06;0.635558;0.000131;0.636616;9.2e-05;0.0094605;1e-06;0.00960381;0.000132;0.0096144;0.000149;0.0094157;0.000424;37.842;1e-06;37.6628;0.00046;38.4153;0.000191
10000;0.627409;3e-06;0.630019;0.000126;0.615443;9e-05;0.0094605;1e-06;0.00948489;0.00013;0.00933914;0.000124;0.0100181;0.000401;37.842;2e-06;40.0724;0.000392;37.9396;0.000145
10000;0.627409;2e-06;0.617672;0.000128;0.619386;9.6e-05;0.0094605;2e-06;0.00935385;0.000131;0.00937099;0.000124;0.00883823;0.000398;37.842;2e-06;35.3529;0.000459;37.4154;0.000146
10000;0.627409;3e-06;0.613961;0.000129;0.618648;9e-05;0.0094605;1e-06;0.00927914;0.000133;0.00932601;0.000124;0.00899632;0.0004;37.842;1e-06;35.9853;0.000395;37.1166;0.000146
10000;0.627409;1e-06;0.626381;0.000129;0.617003;9.2e-05;0.0094605;1e-06;0.00946564;0.00013;0.00937186;0.000123;0.00937001;0.000396;37.842;1e-06;37.48;0.000436;37.8625;0.000158
10000;0.627409;2e-06;0.591098;0.000136;0.614409;0.000106;0.0094605;2e-06;0.00898356;0.000145;0.00921668;0.000125;0.00788404;0.000399;37.842;1e-06;31.5362;0.000393;35.9343;0.000147
10000;0.627409;3e-06;0.638327;0.000128;0.63122;9.1e-05;0.0094605;3e-06;0.0096356;0.000133;0.00956453;0.000124;0.0100542;0.000403;37.842;1e-06;40.2167;0.0004;38.5424;0.000157
10000;0.627409;2e-06;0.634019;0.000129;0.632871;0.000101;0.0094605;1e-06;0.00957618;0.000155;0.0095647;0.000126;0.00937094;0.000411;37.842;2e-06;37.4838;0.000402;38.3047;0.000147
10000;0.627409;2e-06;0.614597;0.000131;0.62475;9.2e-05;0.0094605;0;0.00928391;0.000132;0.00938544;0.000127;0.00875056;0.000403;37.842;2e-06;35.0022;0.000398;37.1356;0.000161
10000;0.627409;3e-06;0.604476;0.000136;0.625314;0.000103;0.0094605;2e-06;0.00918432;0.000146;0.0093927;0.000125;0.00819025;0.000405;37.842;1e-06;32.761;0.000399;36.7373;0.000148
10000;0.627409;3e-06;0.629562;0.000128;0.623244;9.2e-05;0.0094605;1e-06;0.00946509;0.000132;0.0094019;0.000123;0.00989036;0.000396;37.842;1e-06;39.5614;0.000397;37.8603;0.000147
10000;0.627409;3e-06;0.633126;0.000129;0.631268;9.1e-05;0.0094605;1e-06;0.00950263;0.000151;0.00948406;0.000148;0.00984549;0.000404;37.842;1e-06;39.382;0.000403;38.0105;0.000147
10000;0.627409;1e-06;0.608099;0.000128;0.616281;9.1e-05;0.0094605;2e-06;0.00920532;0.000131;0.00928713;0.000123;0.00864644;0.000396;37.842;1e-06;34.5858;0.000392;36.8213;0.000158
10000;0.627409;3e-06;0.61722;0.000165;0.626514;0.000108;0.0094605;2e-06;0.00931724;0.000176;0.00941018;0.000164;0.00886057;0.000434;37.842;1e-06;35.4423;0.000404;37.269;0.000147
10000;0.627409;3e-06;0.60568;0.000127;0.618492;9.3e-05;0.0094605;2e-06;0.00911922;0.000132;0.00924735;0.000123;0.008809;0.000399;37.842;0;35.236;0.000396;36.4769;0.000148
10000;0.627409;4e-06;0.669443;0.00016;0.64523;0.000107;0.0094605;3e-06;0.0100836;0.000171;0.0098415;0.000138;0.0113015;0.000516;37.842;2e-06;45.2058;0.000441;40.3345;0.00015
10000;0.627409;2e-06;0.605903;0.000129;0.622299;9.1e-05;0.0094605;1e-06;0.00919628;0.000133;0.00936024;0.000125;0.00834837;0.0004;37.842;1e-06;33.3935;0.000399;36.7851;0.000148
10000;0.627409;3e-06;0.634688;0.000133;0.626819;9.1e-05;0.0094605;2e-06;0.00960782;0.000134;0.00952913;0.000138;0.00941399;0.000436;37.842;2e-06;37.656;0.000406;38.4313;0.000196
10000;0.627409;3e-06;0.635381;0.000128;0.62794;9.2e-05;0.0094605;1e-06;0.00952844;0.000131;0.00945403;0.000125;0.0102461;0.000405;37.842;2e-06;40.9844;0.000396;38.1137;0.000147
10000;0.627409;3e-06;0.624014;0.000129;0.626534;9.1e-05;0.0094605;1e-06;0.00943319;0.000133;0.00945839;0.000125;0.00910772;0.000457;37.842;1e-06;36.4309;0.000399;37.7328;0.000148
10000;0.627409;2e-06;0.624244;0.000129;0.628348;9.1e-05;0.0094605;3e-06;0.00945189;0.000131;0.00949293;0.000124;0.00881835;0.000403;37.842;1e-06;35.2734;0.000397;37.8075;0.000148
10000;0.627409;3e-06;0.637441;0.000129;0.630459;9.3e-05;0.0094605;2e-06;0.00965913;0.000131;0.00958931;0.000124;0.00941705;0.00045;37.842;2e-06;37.6682;0.000403;38.6365;0.000147
10000;0.627409;2e-06;0.652976;0.000129;0.639632;9.3e-05;0.0094605;2e-06;0.00982578;0.000134;0.00969234;0.000126;0.0102856;0.000409;37.842;1e-06;41.1423;0.000403;39.3031;0.000148
10000;0.627409;2e-06;0.609874;0.000128;0.619101;9.1e-05;0.0094605;1e-06;0.00917294;0.000131;0.00926521;0.000125;0.00922786;0.0004;37.842;2e-06;36.9115;0.000399;36.6917;0.000146
10000;0.627409;2e-06;0.626727;0.000129;0.622954;9.1e-05;0.0094605;2e-06;0.00945229;0.000132;0.00941457;0.000122;0.00939117;0.000398;37.842;1e-06;37.5647;0.000428;37.8092;0.000154
10000;0.627409;3e-06;0.67132;0.000129;0.635305;9.1e-05;0.0094605;1e-06;0.0100925;0.000133;0.00973236;0.00013;0.0115784;0.000406;37.842;1e-06;46.3138;0.000404;40.37;0.00017
10000;0.627409;4e-06;0.599747;0.000128;0.61044;9.1e-05;0.0094605;1e-06;0.00904828;0.00013;0.00915521;0.000124;0.00869367;0.000461;37.842;3e-06;34.7747;0.000456;36.1931;0.000164
10000;0.627409;2e-06;0.592972;0.000133;0.614744;0.000114;0.0094605;2e-06;0.00899645;0.00018;0.00921417;0.000153;0.00812035;0.000467;37.842;1e-06;32.4814;0.000434;35.9858;0.000146
10000;0.627409;3e-06;0.630974;0.000129;0.630615;9.2e-05;0.0094605;2e-06;0.00956592;0.000132;0.00956233;0.000125;0.00914284;0.000538;37.842;3e-06;36.5713;0.000631;38.2637;0.000192
10000;0.627409;4e-06;0.601344;0.000171;0.619032;0.000114;0.0094605;2e-06;0.00906898;0.000149;0.00924587;0.000124;0.00850382;0.000398;37.842;1e-06;34.0153;0.0004;36.2759;0.000148
10000;0.627409;3e-06;0.653072;0.000202;0.630289;0.000118;0.0094605;1e-06;0.00981692;0.000182;0.00958908;0.000156;0.0106758;0.000614;37.842;1e-06;42.703;0.00048;39.2677;0.000188
10000;0.627409;3e-06;0.626454;0.000131;0.627745;9.2e-05;0.0094605;1e-06;0.00935939;0.000133;0.00937229;0.000126;0.00975451;0.000455;37.842;2e-06;39.018;0.000402;37.4375;0.000149
10000;0.627409;3e-06;0.617501;0.000129;0.62615;9.2e-05;0.0094605;1e-06;0.00934114;0.000133;0.00942764;0.000124;0.00892287;0.000401;37.842;2e-06;35.6915;0.000396;37.3646;0.000147
10000;0.627409;3e-06;0.632721;0.000162;0.628414;0.000108;0.0094605;2e-06;0.00956671;0.000176;0.00952363;0.000156;0.00949676;0.000577;37.842;2e-06;37.987;0.000566;38.2669;0.000169
10000;0.627409;3e-06;0.610037;0.000128;0.627605;9.2e-05;0.0094605;2e-06;0.00918929;0.000133;0.00936498;0.000125;0.00869299;0.000406;37.842;1e-06;34.772;0.000434;36.7572;0.000147
10000;0.627409;3e-06;0.615068;0.000131;0.63226;9.3e-05;0.0094605;1e-06;0.00938084;0.000134;0.00955277;0.000126;0.00795089;0.000409;37.842;1e-06;31.8036;0.000459;37.5234;0.00015
10000;0.627409;3e-06;0.649393;0.000129;0.626807;9.2e-05;0.0094605;1e-06;0.0097253;0.000133;0.00949944;0.000126;0.0109421;0.000402;37.842;2e-06;43.7682;0.000395;38.9012;0.000146
10000;0.627409;3e-06;0.638341;0.000129;0.631398;9.2e-05;0.0094605;2e-06;0.00965138;0.000132;0.00958195;0.000125;0.00956764;0.000407;37.842;1e-06;38.2706;0.00046;38.6055;0.000149
10000;0.627409;5e-06;0.613732;0.000147;0.618647;9.4e-05;0.0094605;1e-06;0.00922179;0.000133;0.00927094;0.000124;0.00925073;0.000403;37.842;2e-06;37.0029;0.000393;36.8872;0.000148
10000;0.627409;2e-06;0.63724;0.000128;0.625658;9.2e-05;0.0094605;1e-06;0.0096247;0.000132;0.00950888;0.000124;0.0100132;0.000415;37.842;1e-06;40.0527;0.000401;38.4988;0.000165
10000;0.627409;3e-06;0.641209;0.00014;0.628001;0.000105;0.0094605;3e-06;0.00965455;0.000153;0.00952247;0.000125;0.0100919;0.000408;37.842;2e-06;40.3674;0.000396;38.6182;0.000145
10000;0.627409;3e-06;0.609969;0.000128;0.609229;9.1e-05;0.0094605;1e-06;0.00921808;0.000131;0.00921068;0.000124;0.00912236;0.00039;37.842;2e-06;36.4894;0.000391;36.8723;0.000156
10000;0.627409;2e-06;0.621083;0.000128;0.622364;9.3e-05;0.0094605;1e-06;0.00936933;0.000159;0.00938214;0.00014;0.00904702;0.000404;37.842;1e-06;36.1881;0.000396;37.4773;0.000147
10000;0.627409;2e-06;0.63536;0.000128;0.623595;9.1e-05;0.0094605;2e-06;0.00955744;0.000131;0.00943979;0.000124;0.0100616;0.000402;37.842;1e-06;40.2466;0.000395;38.2297;0.000147
10000;0.627409;3e-06;0.590691;0.000129;0.62086;9.1e-05;0.0094605;1e-06;0.00897191;0.000143;0.0092736;0.000149;0.00760623;0.000402;37.842;1e-06;30.4249;0.000433;35.8876;0.000147
10000;0.627409;2e-06;0.627806;0.000129;0.624281;9.1e-05;0.0094605;2e-06;0.00946881;0.000132;0.00943356;0.000125;0.00926435;0.000399;37.842;1e-06;37.0574;0.000398;37.8753;0.00015
10000;0.627409;3e-06;0.637235;0.000129;0.626145;0.000105;0.0094605;2e-06;0.0095908;0.000176;0.0094799;0.000172;0.00992662;0.000419;37.842;2e-06;39.7065;0.000396;38.3632;0.000146
10000;0.627409;3e-06;0.629334;0.000128;0.63139;9e-05;0.0094605;1e-06;0.00941069;0.000131;0.00943125;0.000123;0.0101593;0.000405;37.842;2e-06;40.6374;0.000411;37.6428;0.000147
10000;0.627409;1e-06;0.6309;0.000135;0.625526;9.5e-05;0.0094605;1e-06;0.00947216;0.000141;0.00941842;0.000131;0.00997677;0.000481;37.842;1e-06;39.9071;0.000401;37.8886;0.000149
10000;0.627409;3e-06;0.636123;0.00013;0.629199;9.2e-05;0.0094605;0;0.009497;0.000132;0.00942776;0.000126;0.0105079;0.000403;37.842;1e-06;42.0317;0.0004;37.988;0.000148
10000;0.627409;1e-06;0.649423;0.000129;0.636316;9.3e-05;0.0094605;1e-06;0.00980538;0.000134;0.0096743;0.000134;0.0102627;0.000474;37.842;2e-06;41.0507;0.000446;39.2215;0.000149
10000;0.627409;3e-06;0.619371;0.00013;0.627796;9.3e-05;0.0094605;1e-06;0.00940683;0.000133;0.00949108;0.000125;0.00864707;0.000403;37.842;1e-06;34.5883;0.000402;37.6273;0.000148
10000;0.627409;2e-06;0.61006;0.000129;0.623794;9.2e-05;0.0094605;1e-06;0.00920443;0.000133;0.00934176;0.000127;0.00887074;0.00047;37.842;1e-06;35.4829;0.000395;36.8177;0.00015
10000;0.627409;2e-06;0.628191;0.00013;0.632368;9.2e-05;0.0094605;2e-06;0.00954224;0.000132;0.00958401;0.000126;0.00885607;0.000414;37.842;1e-06;35.4243;0.000398;38.1689;0.000149
10000;0.627409;2e-06;0.638948;0.000129;0.631685;9.2e-05;0.0094605;2e-06;0.00959986;0.000132;0.00952723;0.000124;0.010118;0.000455;37.842;2e-06;40.4719;0.000412;38.3995;0.000148
10000;0.627409;3e-06;0.609914;0.000129;0.633298;9.3e-05;0.0094605;1e-06;0.00920974;0.000135;0.00944358;0.000127;0.00846597;0.00041;37.842;0;33.8639;0.000445;36.8389;0.000162
10000;0.627409;3e-06;0.611098;0.000141;0.618339;0.0001;0.0094605;2e-06;0.00921217;0.000143;0.00928459;0.000135;0.00899745;0.00043;37.842;2e-06;35.9898;0.000434;36.8487;0.000147
10000;0.627409;3e-06;0.648689;0.000129;0.633031;9.2e-05;0.0094605;1e-06;0.00975612;0.000133;0.00959954;0.000124;0.0104164;0.000403;37.842;2e-06;41.6656;0.000416;39.0245;0.000175
10000;0.627409;2e-06;0.632445;0.000138;0.623477;0.000105;0.0094605;3e-06;0.00949931;0.000139;0.00940963;0.000131;0.00996616;0.0004;37.842;1e-06;39.8647;0.000398;37.9973;0.000146
10000;0.627409;2e-06;0.630059;0.000128;0.630098;9.1e-05;0.0094605;1e-06;0.00951747;0.000133;0.00951785;0.000122;0.00930418;0.000406;37.842;1e-06;37.2167;0.000399;38.0699;0.000146
10000;0.627409;3e-06;0.616085;0.000134;0.631381;9.3e-05;0.0094605;2e-06;0.00936499;0.000137;0.00951795;0.000126;0.00818236;0.00043;37.842;1e-06;32.7294;0.000429;37.4599;0.000157
10000;0.627409;3e-06;0.648401;0.000138;0.62714;0.0001;0.0094605;2e-06;0.00970655;0.000144;0.00949393;0.000133;0.0107717;0.000425;37.842;2e-06;43.087;0.000567;38.8262;0.000155
10000;0.627409;2e-06;0.642452;0.000137;0.630114;9.7e-05;0.0094605;1e-06;0.00971371;0.000141;0.00959033;0.000132;0.00990333;0.000433;37.842;1e-06;39.6133;0.00047;38.8548;0.000197
10000;0.627409;4e-06;0.599047;0.000163;0.614695;0.000103;0.0094605;1e-06;0.00908287;0.00016;0.00923935;0.000167;0.00848509;0.000419;37.842;3e-06;33.9404;0.000498;36.3315;0.000165
10000;0.627409;5e-06;0.61645;0.000158;0.630107;0.00011;0.0094605;3e-06;0.0093547;0.000164;0.00949128;0.000139;0.00845593;0.000456;37.842;1e-06;33.8237;0.000431;37.4188;0.000157
10000;0.627409;4e-06;0.621548;0.000185;0.624731;0.000122;0.0094605;3e-06;0.00940098;0.000209;0.00943281;0.000168;0.00919911;0.000662;37.842;2e-06;36.7965;0.000629;37.6039;0.000201
10000;0.627409;3e-06;0.617223;0.000136;0.621882;9.8e-05;0.0094605;2e-06;0.00924186;0.00014;0.00928845;0.000132;0.0096271;0.000489;37.842;3e-06;38.5084;0.000449;36.9674;0.000178
10000;0.627409;5e-06;0.622325;0.000171;0.625553;0.00012;0.0094605;2e-06;0.00945951;0.000206;0.00949179;0.000165;0.0085715;0.000439;37.842;2e-06;34.286;0.00045;37.838;0.00016
10000;0.627409;3e-06;0.646125;0.000137;0.632639;9.8e-05;0.0094605;1e-06;0.00975251;0.00014;0.00961765;0.000133;0.0100415;0.000461;37.842;1e-06;40.166;0.000435;39.01;0.000151
10000;0.627409;2e-06;0.629076;0.000129;0.627695;9.2e-05;0.0094605;1e-06;0.00955439;0.000133;0.00954059;0.000126;0.00932999;0.000409;37.842;2e-06;37.3199;0.000457;38.2176;0.000147
10000;0.627409;3e-06;0.628458;0.00016;0.629377;0.000112;0.0094605;2e-06;0.00950753;0.000132;0.00951673;0.000124;0.00897187;0.000407;37.842;1e-06;35.8875;0.000399;38.0301;0.000147
10000;0.627409;2e-06;0.613484;0.000129;0.614077;9.3e-05;0.0094605;1e-06;0.00920469;0.000144;0.00921063;0.000127;0.00978183;0.000395;37.842;1e-06;39.1273;0.000406;36.8188;0.000164
10000;0.627409;3e-06;0.630888;0.000137;0.629646;0.000109;0.0094605;2e-06;0.00955739;0.000149;0.00954496;0.000124;0.0093846;0.000404;37.842;2e-06;37.5384;0.000398;38.2296;0.000146
10000;0.627409;3e-06;0.628173;0.000129;0.626245;9.1e-05;0.0094605;0;0.0094732;0.000133;0.00945392;0.000125;0.00947923;0.000403;37.842;2e-06;37.9169;0.000401;37.8928;0.000159
10000;0.627409;3e-06;0.655829;0.000135;0.636354;9.8e-05;0.0094605;2e-06;0.00977699;0.00016;0.00958224;0.000133;0.0113614;0.000407;37.842;1e-06;45.4454;0.000471;39.108;0.000148
10000;0.627409;2e-06;0.627005;0.000127;0.614338;9.1e-05;0.0094605;1e-06;0.00937227;0.000132;0.0092456;0.000123;0.0103483;0.00043;37.842;1e-06;41.3933;0.000388;37.4891;0.000146
10000;0.627409;3e-06;0.637659;0.000128;0.622444;9.3e-05;0.0094605;1e-06;0.00961715;0.000133;0.009465;0.000129;0.0103728;0.000443;37.842;1e-06;41.4914;0.000391;38.4686;0.000148
10000;0.627409;2e-06;0.622834;0.000129;0.633032;9.2e-05;0.0094605;2e-06;0.00933064;0.000132;0.00943261;0.000125;0.00972927;0.000412;37.842;1e-06;38.9171;0.000411;37.3225;0.000151
10000;0.627409;3e-06;0.626515;0.00013;0.634898;9.2e-05;0.0094605;1e-06;0.00946115;0.000135;0.00954498;0.000127;0.00915106;0.000488;37.842;1e-06;36.6042;0.000409;37.8446;0.000151
10000;0.627409;3e-06;0.632034;0.000143;0.63629;0.000101;0.0094605;2e-06;0.00950526;0.000158;0.00954782;0.000128;0.0096077;0.000411;37.842;2e-06;38.4308;0.000408;38.021;0.00015
10000;0.627409;3e-06;0.657228;0.000129;0.639716;9.3e-05;0.0094605;1e-06;0.00982161;0.000134;0.00964649;0.000127;0.0111652;0.000457;37.842;1e-06;44.6606;0.000419;39.2864;0.00015
10000;0.627409;2e-06;0.611048;0.000127;0.611017;9.2e-05;0.0094605;1e-06;0.0091965;0.000131;0.00919618;0.000125;0.00915744;0.000393;37.842;2e-06;36.6297;0.000395;36.786;0.000147
10000;0.627409;3e-06;0.651778;0.000129;0.631683;9.2e-05;0.0094605;1e-06;0.00981741;0.000133;0.00961647;0.000126;0.0104246;0.000409;37.842;1e-06;41.6986;0.000452;39.2696;0.000147
10000;0.627409;4e-06;0.631445;0.000129;0.631395;9.2e-05;0.0094605;1e-06;0.0094547;0.000134;0.00945419;0.000124;0.00995279;0.000404;37.842;1e-06;39.8112;0.000396;37.8188;0.000148
10000;0.627409;3e-06;0.621136;0.00013;0.626221;9.1e-05;0.0094605;1e-06;0.00939387;0.000132;0.00944472;0.000124;0.00897043;0.000401;37.842;2e-06;35.8817;0.000454;37.5755;0.000148
10000;0.627409;3e-06;0.631558;0.000154;0.622895;0.000106;0.0094605;2e-06;0.00951804;0.000139;0.00943142;0.000141;0.0100938;0.000439;37.842;2e-06;40.3754;0.000393;38.0722;0.000145
10000;0.627409;3e-06;0.618916;0.000128;0.628588;9.2e-05;0.0094605;2e-06;0.00932291;0.000132;0.00941963;0.000125;0.00911247;0.000403;37.842;1e-06;36.4499;0.000415;37.2916;0.000165
10000;0.627409;2e-06;0.595673;0.000169;0.625747;0.000116;0.0094605;1e-06;0.00901145;0.000175;0.00931218;0.00015;0.00792957;0.000408;37.842;1e-06;31.7183;0.000403;36.0458;0.000146
10000;0.627409;4e-06;0.618091;0.000128;0.625786;9.1e-05;0.0094605;2e-06;0.00932012;0.000133;0.00939707;0.000125;0.00904668;0.000404;37.842;3e-06;36.1867;0.000401;37.2805;0.000156
10000;0.627409;2e-06;0.597341;0.000135;0.607593;9.5e-05;0.0094605;2e-06;0.00894722;0.000155;0.00904974;0.000124;0.00919489;0.000396;37.842;2e-06;36.7796;0.000388;35.7889;0.000145
10000;0.627409;3e-06;0.623368;0.000128;0.627042;9.2e-05;0.0094605;1e-06;0.00940072;0.000133;0.00943746;0.000125;0.00930834;0.000404;37.842;1e-06;37.2333;0.000401;37.6029;0.000157
10000;0.627409;3e-06;0.63681;0.000129;0.634554;9.8e-05;0.0094605;1e-06;0.00956445;0.000159;0.00954189;0.000137;0.00994846;0.000407;37.842;2e-06;39.7938;0.000489;38.2578;0.000205
10000;0.627409;3e-06;0.652383;0.000131;0.637179;9.3e-05;0.0094605;1e-06;0.00980189;0.000133;0.00964984;0.000126;0.0107153;0.000405;37.842;2e-06;42.8612;0.000402;39.2076;0.000149
10000;0.627409;2e-06;0.642309;0.000128;0.625257;9.1e-05;0.0094605;2e-06;0.00959843;0.000142;0.00942791;0.000152;0.0108803;0.000404;37.842;1e-06;43.521;0.000402;38.3937;0.000147
10000;0.627409;3e-06;0.605374;0.000134;0.619085;9.6e-05;0.0094605;1e-06;0.00908778;0.000142;0.00922489;0.000143;0.0090607;0.000518;37.842;2e-06;36.2428;0.000469;36.3511;0.000149
10000;0.627409;3e-06;0.617382;0.000159;0.625579;0.000105;0.0094605;2e-06;0.00935334;0.000178;0.00943531;0.000161;0.00862719;0.000651;37.842;3e-06;34.5087;0.000498;37.4134;0.000148
10000;0.627409;3e-06;0.623174;0.000173;0.630158;0.00012;0.0094605;1e-06;0.00942228;0.000179;0.00949212;0.000155;0.00898863;0.000644;37.842;2e-06;35.9545;0.00062;37.6891;0.000209
10000;0.627409;2e-06;0.647473;0.000129;0.630787;9.2e-05;0.0094605;2e-06;0.00971451;0.000132;0.00954765;0.000124;0.010679;0.000405;37.842;1e-06;42.7159;0.000398;38.858;0.000149
10000;0.627409;3e-06;0.647799;0.000129;0.633238;9.3e-05;0.0094605;2e-06;0.00965111;0.000132;0.00950551;0.000125;0.0109735;0.000404;37.842;1e-06;43.894;0.000453;38.6045;0.000149
10000;0.627409;3e-06;0.632439;0.000161;0.625138;9.3e-05;0.0094605;1e-06;0.00949161;0.000132;0.0094186;0.000126;0.0102182;0.000406;37.842;2e-06;40.8729;0.000402;37.9664;0.000147
10000;0.627409;3e-06;0.626043;0.00014;0.631358;9.6e-05;0.0094605;3e-06;0.00951754;0.00014;0.00957069;0.000132;0.00882023;0.000413;37.842;2e-06;35.2809;0.000411;38.0701;0.000157
10000;0.627409;1e-06;0.644784;0.000128;0.628341;9.2e-05;0.0094605;2e-06;0.00972078;0.000132;0.00955635;0.000124;0.0105706;0.000403;37.842;1e-06;42.2825;0.000457;38.8831;0.000147
10000;0.627409;3e-06;0.634215;0.000141;0.630616;9e-05;0.0094605;1e-06;0.00949586;0.000134;0.00945987;0.000126;0.010265;0.000409;37.842;2e-06;41.0601;0.000407;37.9834;0.000148
10000;0.627409;2e-06;0.610765;0.000129;0.623707;9.2e-05;0.0094605;1e-06;0.0092043;0.000137;0.00933373;0.000153;0.00895404;0.000435;37.842;2e-06;35.8162;0.000452;36.8172;0.000159
10000;0.627409;3e-06;0.623515;0.000155;0.631694;9.3e-05;0.0094605;1e-06;0.00940167;0.000132;0.00948346;0.000124;0.00907515;0.000407;37.842;1e-06;36.3006;0.000402;37.6067;0.000149
10000;0.627409;3e-06;0.63115;0.00013;0.630371;9.2e-05;0.0094605;1e-06;0.00951845;0.000139;0.00951066;0.000126;0.00965383;0.000404;37.842;2e-06;38.6153;0.000406;38.0738;0.00017
